 DRACARYS_GLOSS:0 "Alto Valyriano per "fuoco di drago" - usato dai signori dei draghi per comandare le fiamme ai propri draghi."
d_nf_takapis: "$dynn_Takapis$ Famiglia"
pirate_elective_electors_tooltip: "Per essere un [elector|E] valido sotto l'Elezione Pirata, un vassallo deve soddisfare tutte le seguenti condizioni:\n$EFFECT_LIST_BULLET$Avere un governo [GetGovernment( 'pirate_government' ).GetName]\n$EFFECT_LIST_BULLET$Essere un vassallo [de_jure|E] o diretto del titolo\n$EFFECT_LIST_BULLET$Essere di uno o due [ranks|E] soltanto inferiore al titolo"
three_daughters_confederation: "Esiste la confederazione delle Tre Figlie"
free_city_events.9999.desc_old_holder: "Così, è fatto. Sono stat[Select_CString(ROOT.Char.IsFemale,'a','o')] sostituit[Select_CString(ROOT.Char.IsFemale,'a','o')]. \n\n[magister_winner.GetFullName] è il nuovo Primo Magistro, e io—be', per ora mi faccio da parte. I Magistri e il Gonfaloniere hanno giurato fedeltà al nuovo leader, le loro voci riecheggiano nella sala con promesse che un tempo erano ai miei ordini. \n\nÈ difficile da mandar giù, ma non è la prima volta che mi accade. Il potere scivola tra le dita come sabbia, eppure so che la partita non è finita. Non sarò dimenticat[Select_CString(ROOT.Char.IsFemale,'a','o')]. Non devo esserlo."
free_city_events.9999.desc_magister_winner: "Hanno scelto me. Il Conclave mi ha designato come nuovo Primo Magistro. [old_holder.Custom('IT_NAM_COL3')][old_holder.GetTitledFirstName] è stat[Select_CString(old_holder.IsFemale,'a','o')] sollevat[Select_CString(old_holder.IsFemale,'a','o')] dall'incarico, e ora io mi trovo dove [Select_CString(old_holder.IsFemale,'lei','lui')] si trovava..\n\nI Magistri e il Gonfaloniere hanno giurato la loro lealtà a me, proclamando fedeltà mentre la mia autorità si fa pietra. Ma e adesso? Come governerò? Già alcuni Magistri tramano apertamente, mentre altri mi sussurrano parole dolci in volto, tentando al contempo di alleggerirmi la borsa. Devo restare vigile, e pront[Select_CString(ROOT.Char.IsFemale,'a','o')] ad affrontare qualunque cosa venga."
game_concept_wilderness_holding: "Terre Selvagge"
game_concept_wilderness: "Terre Selvagge"
game_concept_wildernesses: "Terre Selvagge"
game_concept_wilderness_desc: "Una terra vasta e vuota, senza padrone e popolata in modo molto sparso."
game_concept_wilderness_holdings: "Possedimenti delle Terre Selvagge"
game_concept_wilderness_holding_desc: "I Possedimenti delle Terre Selvagge sono del tutto improduttivi e devono essere sostituiti da un [settlement_holding|E] durante la [colonization|E] per sbloccarne il potenziale."
game_concept_settlement_holding: "Insediamento"
game_concept_settlement: "Insediamento"
game_concept_settlements: "Insediamenti"
game_concept_settlement_holdings: "Possedimenti di Insediamento"
game_concept_settlement_holding_desc: "I Possedimenti di Insediamento rappresentano i piccoli avamposti, i borghi e le colonie stabiliti come parte del processo di [colonization|E].\n\nSono meno produttivi di altri [holding_types|E], ma rimuovere tutti i [colonization_blockers|E] e aumentare il [county_development|E] permetterà alla loro produttività di crescere, fino a consentire la conversione in un [holding|E] standard."
game_concept_colonization: "Colonizzazione"
game_concept_colonize: "Colonizza"
game_concept_colony: "Colonia"
game_concept_colonization_desc: "La Colonizzazione è il modo in cui un [independent_ruler|E] espande il proprio [realm|E] nelle [counties|E] di [wilderness|E] confinanti.\n\nDopo un investimento iniziale di [gold|E], può essere fondato un [settlement_holding|E], portando la [county|E] nel proprio [domain|E]. In principio, tale insediamento sarà improduttivo e incapace di costruire [buildings|E] standard nel [holding|E]. Occorrerà invece investire tempo e [gold|E] per aumentare il [development|E] nel nuovo insediamento e rimuovere qualunque [colonization_blockers|E] presente.\n\nQuando tutti i blocchi sono stati rimossi, il [settlement_holding|E] è pienamente potenziato e la colonia ha raggiunto un [county_development|E] pari a tre o superiore, l'insediamento può essere convertito in un [holding|E] standard."
game_concept_colonization_blocker: "Blocco alla Colonizzazione"
game_concept_colonization_blockers: "Blocchi alla Colonizzazione"
game_concept_blockers: "Blocchi"
game_concept_colonization_blocker_desc: "I Blocchi alla Colonizzazione sono [buildings|E] nelle [counties|E] di [wilderness|E] che rappresentano ostacoli alla [colonization|E] dell'area.\n\nQuesti blocchi applicano [modifiers|E] negativi alla contea, riducendone la produttività e impedendole di essere convertita in un [holding|E] standard."
game_concept_ongoing_colonies: "Colonie in Corso"
game_concept_settlement_holding_limit: "Limite degli Insediamenti"
game_concept_settlement_holding_limit_i: "@hud_wilderness! [Character.MakeScope.Var('num_settled_wilderness').GetValue]/[Character.MakeScope.ScriptValue('settlement_title_tier_limit')|0]"
game_concept_settlement_holding_limit_desc: "Il numero di insediamenti che un [ruler|E] può detenere in qualunque momento è determinato dal grado del suo titolo.\n\n$EFFECT_LIST_BULLET$Un #bold [count|E] #!può detenere al massimo 1 [settlement_holding|E] senza incorrere in [additional_settlement_upkeep|E].\n\n$EFFECT_LIST_BULLET$Un #bold [duke|E] #!può detenere al massimo 2 [settlement_holdings|E] senza incorrere in [additional_settlement_upkeep|E].\n\n$EFFECT_LIST_BULLET$Un #bold [king|E] #!può detenere al massimo 3 [settlement_holdings|E] senza incorrere in [additional_settlement_upkeep|E].\n\n$EFFECT_LIST_BULLET$Un #bold [emperor|E] #!può detenere al massimo 4 [settlement_holdings|E] senza incorrere in [additional_settlement_upkeep|E]."
game_concept_additional_settlement_upkeep: "Mantenimento Aggiuntivo"
game_concept_additional_settlement_upkeep_desc: "Il Mantenimento Aggiuntivo indica la riduzione dell'entrata mensile dovuta al possesso di troppi [settlement_holdings|E].\n\nI sovrani possono #V abbandonare#! i propri possedimenti di insediamento se il mantenimento inizia a mandare in rovina l'economia del [realm|E]."
game_concept_dragon_size_i: "@dragon_size_stat_icon!"
game_concept_dragon_size_lists_i: "@dragon_size_lists_icon! [Character.MakeScope.ScriptValue('dragon_size')|0]"
game_concept_dragon_combat_effectiveness_num: "[Character.MakeScope.Var('current_dragon').Char.MakeScope.ScriptValue('dragon_combat_effectiveness')|0]"
game_concept_dragon_combat_effectiveness_i: "@dragon_combat_effectiveness_stat_icon!"
game_concept_dragon_combat_effectiveness_lists_i: "@dragon_combat_effectiveness_lists_icon!  [Character.MakeScope.ScriptValue('dragon_combat_effectiveness')|0]"
game_concept_draconic_dread_i: "@draconic_dread_stat_icon!"
game_concept_draconic_dread_lists_i: "@draconic_dread_lists_icon! [Character.MakeScope.ScriptValue('draconic_dread')|0]"
game_concept_temperament_i: "@temperament_stat_icon!"
game_concept_temperament_lists_i: "@temperament_lists_icon! [Character.MakeScope.ScriptValue('temperament')|0]"
game_concept_wilderness_govt: "Terre Selvagge"
game_concept_wilderness_govt_desc: "Il $game_concept_wilderness_govt$ è un governo non giocabile che rappresenta reami disabitati o troppo scarsamente popolati per sostenere un governo."
game_concept_wilderness_govt_i: "@wilderness_government!"
game_concept_agot_mega_wars: "Megaguerra"
game_concept_agot_mega_wars_desc: "Una megaguerra è un conflitto su vasta scala all'interno di un grande reame, e può essere di gravità minore o maggiore: i possenti imperi cadranno in una guerra [Concept('agot_major_mw', 'major')|E], mentre altri precipiteranno in una [Concept('agot_minor_mw', 'minor')|E]. L'impatto della guerra è considerato così severo che ogni partecipante deve scegliere una fazione o, se si tratta di una guerra [Concept('agot_major_mw', 'major')|E], restare neutrale.\nAlla fine della guerra, la fazione vincitrice ottiene opzioni più ampie riguardo alla punizione degli sconfitti."
game_concept_agot_major_mw: "Megaguerra Maggiore"
game_concept_agot_major_mw_desc: "In una [Concept('agot_mega_wars', 'Megaguerra')|E] maggiore, il reame viene diviso in tre tipi di partecipanti: [Concept('agot_loyalists', 'Lealisti')|E], [Concept('agot_neutrals', 'Neutrali')|E], [Concept('agot_rebels', 'Ribelli')|E].\nDurante la guerra, i neutrali possono comunque scegliere una fazione e non sono vincolati alla loro decisione iniziale."
game_concept_agot_minor_mw: "Megaguerra Minore"
game_concept_agot_minor_mw_desc: "In una [Concept('agot_mega_wars', 'Megaguerra')|E] minore, il reame viene diviso soltanto in due tipi di partecipanti: [Concept('agot_loyalists', 'Lealisti')|E] e [Concept('agot_rebels', 'Ribelli')|E]."
game_concept_agot_loyalists: "Lealisti"
game_concept_agot_loyalists_desc: "Coloro che restano fedeli alla Corona durante una [Concept('agot_mega_wars', 'Megaguerra')|E] sono detti lealisti. La Corona può essere presa di mira da molteplici [Concept('agot_rebels', 'capi ribelli')|E]."
game_concept_agot_neutrals: "Neutrali"
game_concept_agot_neutrals_desc: "I neutrali, in una [Concept('agot_mega_wars', 'Megaguerra')|E], sono vassalli che non hanno ancora dichiarato per una delle fazioni in lotta. Alcuni non vogliono aver nulla a che fare con la guerra, altri attendono che le maree del conflitto rechino nuove opportunità.\n\nQuesta posizione può essere assunta soltanto durante una guerra [Concept('agot_major_mw', 'major')|E]"
game_concept_agot_rebels: "Ribelli"
game_concept_agot_rebels_desc: "I ribelli, durante una [Concept('agot_mega_wars', 'Megaguerra')|E], sono coloro che si oppongono alla [Concept('agot_loyalists', 'Corona')|E]. I ribelli hanno un capo ribelle che guida lo sforzo bellico. Possono esistere più capi ribelli che prendono di mira la stessa [Concept('agot_loyalists', 'Corona')|E] in guerre differenti."
game_concept_agot_expel_character: "Espelli"
game_concept_agot_expel_character_desc: "Il personaggio in questione sarà costretto a lasciare il tuo reame e non potrà mai farvi ritorno. Il suo destino è l'esilio."
game_concept_agot_take_main_titles: "Requisire i titoli principali"
game_concept_agot_take_main_titles_desc: "Questo confisca tutti i titoli di livello superiore da un traditore."
game_concept_agot_spy: "Spia"
game_concept_agot_spies: "Spie"
game_concept_agot_spy_desc: "Le spie sono agenti che possono essere stanziati in qualunque corte e riferire al loro datore quando trovano segreti. Il loro datore può apprendere uno di questi segreti pagando una piccola somma.\n\nIl gruppo complessivo di agenti al servizio di un datore è detto [agot_spy_network|E]."
game_concept_agot_spy_network: "Rete di Spie"
game_concept_agot_spy_network_desc: "Una raccolta di [agot_spies|E] che lavorano tutte per lo stesso datore. Questa rete può crescere usando l'interazione Recluta Spia su personaggi idonei, oppure usando l'interazione Cerca Spie su un sovrano per indagare la sua corte in cerca di opportunità.\n\nLe spie in altre corti vengono naturalmente reclutate da uno [spymaster|E] tramite l'incarico di consiglio Trova Segreti, e possono essere scoperte nella tua corte con l'incarico Disturba Complotti.\n\nL'efficacia di una [agot_spy_network|E] può essere migliorata prendendo determinate decisioni, con effetti quali l'aumento del numero massimo di spie, una maggiore probabilità che i cortigiani vogliano offrire i propri servigi, o la possibilità che le spie scoprano [innovations|E]."
game_concept_agot_spoils_of_war_desc: "$game_concept_agot_spoils_of_war$ è un evento che può scattare dopo la vittoria di un pretendente su [titles|e] di livello [empire|E] e [hegemony|E]. I primi 3 attaccanti della guerra che hanno raggiunto almeno il 10% di punteggio di guerra possono richiedere determinati favori al pretendente appena incoronat[Select_CString(ROOT.Char.IsFemale,'a','o')].\n\nQuesti favori includono:\n$EFFECT_LIST_BULLET$#V Oro#!\n$EFFECT_LIST_BULLET$#V Un incarico nel piccolo consiglio#!\n$EFFECT_LIST_BULLET$#V Un matrimonio reale#!\n$EFFECT_LIST_BULLET$#V Porre un membro della famiglia nei [kingsguard|E]#!\n$EFFECT_LIST_BULLET$#V Un lord protettorato#!"
magnar_hof: "Magnar"
wilderness_government: "Terre Selvagge"
wilderness_government_with_icon: "@wilderness_government! $wilderness_government$"
wilderness_government_adjective: "Selvaggio"
wilderness_government_realm: "Terre Selvagge"
wilderness_government_filter_option_desc:0 "Mostra solo personaggi con [wilderness|E] [government|E]"
wilderness_government_desc:0 "Il governo di questo reame non esiste, poiché è disabitato o troppo scarsamente popolato per mantenerne uno."
wilderness_govt_concept:0 "[wilderness_govt_i|E]"
government_is_wilderness:0 "Il tipo di [government|E] è [GetGovernment( 'wilderness_government' ).GetName]"
baron_wilderness_male:0 "Custode"
baron_wilderness_female:0 "Custode"
barony_wilderness:0 "Selvaggia"
count_wilderness_male:0 "Custode"
count_wilderness_female:0 "Custode"
county_wilderness:0 "Selvaggia"
duke_wilderness_male:0 "Custode"
duke_wilderness_female:0 "Custode"
duchy_wilderness:0 "Selvaggia"
king_wilderness_male:0 "Custode"
king_wilderness_female:0 "Custode"
kingdom_wilderness:0 "Selvaggia"
emperor_wilderness_male:0 "Custode"
emperor_wilderness_female:0 "Custode"
empire_wilderness:0 "Selvaggia"
free_city_election_succession_law_effects:0 "\n#V Con $free_city_election_succession_law$, il sovrano della Città Libera verrà scelto dai cittadini più ricchi e influenti. A seconda delle leggi del reame, diversi gruppi potranno esercitare maggiore influenza e la durata del mandato potrà variare — alcune città potrebbero perfino nominare un sovrano a vita.#!"
wilderness_holding:0 "Selvaggia"
wilderness_holding_concept_key:0 "[wilderness_holding|E]"
wilderness_generic:0 "Nel mondo si estendono molte terre senza padrone, dalle tundre gelate alle giungle soffocanti, dalle vaste praterie alle foreste profonde e ombrose. Alcune un tempo furono parte di grandi reami, ora ricondotte sotto il dominio della natura dopo secoli d'incuria. Altre sono tanto dure e implacabili che nessun sovrano le ha mai davvero reclamate. Molte celano pericoli nascosti, strane creature o segreti dimenticati da tempo.\n\nPer reclamare una contea selvaggia e iniziarne l'insediamento, vai alla vista del possedimento e scegli \"Colonizza\". Quando possiedi una baronia di insediamento, puoi potenziare l'edificio principale dell'insediamento per avviare lo sviluppo."
settlement_holding:0 "Insediamento"
settlement_holding_concept_key:0 "[settlement_holding|E]"
septa_child_language_rank_1:1 "L'[aptitude|E] della tua [GetCourtPositionType('septa_court_position').GetName()] conferisce al [scheme|E] #P 5#! [success_chance|E] e [scheme_speed|E] aggiuntivi"
septa_child_language_rank_2:1 "L'[aptitude|E] della tua [GetCourtPositionType('septa_court_position').GetName()] conferisce al [scheme|E] #P 10#! [success_chance|E] e [scheme_speed|E] aggiuntivi"
septa_child_language_rank_3:1 "L'[aptitude|E] della tua [GetCourtPositionType('septa_court_position').GetName()] conferisce al [scheme|E] #P 15#! [success_chance|E] e [scheme_speed|E] aggiuntivi"
septa_child_language_rank_4:1 "L'[aptitude|E] della tua [GetCourtPositionType('septa_court_position').GetName()] conferisce al [scheme|E] #P 20#! [success_chance|E] e [scheme_speed|E] aggiuntivi"
septa_child_language_rank_5:1 "L'[aptitude|E] della tua [GetCourtPositionType('septa_court_position').GetName()] conferisce al [scheme|E] #P 25#! [success_chance|E] e [scheme_speed|E] aggiuntivi"
maester_child_language_rank_1:1 "L'[aptitude|E] del tuo [GetCourtPositionType('maester_court_position').GetName()] conferisce al [scheme|E] #P 5#! [success_chance|E] e [scheme_speed|E] aggiuntivi"
maester_child_language_rank_2:1 "L'[aptitude|E] del tuo [GetCourtPositionType('maester_court_position').GetName()] conferisce al [scheme|E] #P 10#! [success_chance|E] e [scheme_speed|E] aggiuntivi"
maester_child_language_rank_3:1 "L'[aptitude|E] del tuo [GetCourtPositionType('maester_court_position').GetName()] conferisce al [scheme|E] #P 15#! [success_chance|E] e [scheme_speed|E] aggiuntivi"
maester_child_language_rank_4:1 "L'[aptitude|E] del tuo [GetCourtPositionType('maester_court_position').GetName()] conferisce al [scheme|E] #P 20#! [success_chance|E] e [scheme_speed|E] aggiuntivi"
maester_child_language_rank_5:1 "L'[aptitude|E] del tuo [GetCourtPositionType('maester_court_position').GetName()] conferisce al [scheme|E] #P 25#! [success_chance|E] e [scheme_speed|E] aggiuntivi"
kingsguard_lord_commander_male: "Lord Comandante"
agot_roads:0 "Strade"
agot_roads_desc:0 "#T Strade\n#!Mostra Strade Maggiori e Minori, oltre al Terreno Urbano, sulla mappa."
agot_nw_ranger_events.1905.desc.two.b_hash:0 "I miei inganni falliscono, e gli occhi del disertore si stringono nella consapevolezza. [Select_CString(main_figure.IsFemale,'lei','lui')|U] non attende che io ci riprovi: [Select_CString(main_figure.IsFemale,'lei','lui')] è già sparit[Select_CString(main_figure.IsFemale,'a','o')], scattando nelle ombre del bosco, ben oltre la mia portata."
